transfer_id_x,departure_object_id_x,arrival_object_id_x,departure_epoch_x,time_of_flight_x,revolutions_x,transfer_delta_v_x,atom_transfer_delta_v_x,atom_dv_ranking,combo,transfer_id_y,departure_object_id_y,arrival_object_id_y,departure_epoch_y,time_of_flight_y,revolutions_y,transfer_delta_v_y,atom_transfer_delta_v_y,lambert_dv_ranking
16930000,15206,10722,2457399.55671,29600.0,0,1.91287870358,1.91106595989,221.0,15206-10722,16930000,15206,10722,2457399.55671,29600.0,0,1.91287870358,1.91106595989,222.0
20507538,15837,16007,2457399.5,24800.0,0,1.91320755347,1.91295349324,222.0,15837-16007,20507538,15837,16007,2457399.5,24800.0,0,1.91320755347,1.91295349324,223.0
20092014,15836,7400,2457399.5463,15200.0,0,1.91528482348,1.91567098051,223.0,15836-7400,20092014,15836,7400,2457399.5463,15200.0,0,1.91528482348,1.91567098051,224.0
23827488,17563,8621,2457399.55671,24800.0,0,1.91966308591,1.91571937387,224.0,17563-8621,23827488,17563,8621,2457399.55671,24800.0,0,1.91966308591,1.91571937387,226.0
70000,862,8840,2457399.55671,29600.0,0,1.91191145583,1.91642633642,225.0,862-8840,70000,862,8840,2457399.55671,29600.0,0,1.91191145583,1.91642633642,221.0
8769350,10089,10998,2457399.54167,29600.0,0,1.91838080345,1.91863237178,226.0,10089-10998,8769350,10089,10998,2457399.54167,29600.0,0,1.91838080345,1.91863237178,225.0
13169962,12787,7902,2457399.55671,14400.0,0,1.93011559583,1.9210849525,227.0,12787-7902,13169962,12787,7902,2457399.55671,14400.0,0,1.93011559583,1.9210849525,228.0
2750000,6058,5816,2457399.55671,29600.0,0,1.92898123867,1.92947755019,228.0,6058-5816,2750000,6058,5816,2457399.55671,29600.0,0,1.92898123867,1.92947755019,227.0
4837500,7800,13016,2457399.55671,29600.0,0,1.93119248948,1.93072531426,229.0,7800-13016,4837500,7800,13016,2457399.55671,29600.0,0,1.93119248948,1.93072531426,229.0
10400046,10976,1863,2457399.5,28000.0,0,1.9357293355,1.93252974582,230.0,10976-1863,10400046,10976,1863,2457399.5,28000.0,0,1.9357293355,1.93252974582,231.0
22742500,16483,16293,2457399.55671,29600.0,0,1.93271874614,1.93347214013,231.0,16483-16293,22742500,16483,16293,2457399.55671,29600.0,0,1.93271874614,1.93347214013,230.0
3300031,6779,10025,2457399.5,22000.0,0,1.94080675269,1.94145391237,232.0,6779-10025,3300031,6779,10025,2457399.5,22000.0,0,1.94080675269,1.94145391237,232.0
6624300,8621,15562,2457399.54051,29600.0,0,1.94348541811,1.94197233233,233.0,8621-15562,6624300,8621,15562,2457399.54051,29600.0,0,1.94348541811,1.94197233233,233.0
10642500,10976,18953,2457399.55671,29600.0,0,1.94435730799,1.9450835367,234.0,10976-18953,10642500,10976,18953,2457399.55671,29600.0,0,1.94435730799,1.9450835367,234.0
21449267,16007,14524,2457399.54051,16400.0,0,1.95355460986,1.95490165974,235.0,16007-14524,21449267,16007,14524,2457399.54051,16400.0,0,1.95355460986,1.95490165974,236.0
1827538,4354,10722,2457399.5,24800.0,0,1.9532230401,1.95499316231,236.0,4354-10722,1827538,4354,10722,2457399.5,24800.0,0,1.9532230401,1.95499316231,235.0
